"Florida Occupational Employment and Wages",,,,,,,,,,,
"Florida - Statewide",,,,,,,,,,,
Occupational,,2009,,"(2010 wage estimates in dollars)",,,,,,,
Code,Title,Employment,,Mean,,Median,,Entry**,,Exp***,
33-9099,"Protective Service Workers, All Other","7,930",,15.52,,14.34,,10.35,,18.09,
31-1013,"Psychiatric Aides","3,090",,12.14,,11.79,,10.17,,13.13,
29-2053,"Psychiatric Technicians","6,400",,12.07,,11.74,,9.83,,13.19,
29-1066,Psychiatrists,720,,82.74,,79.51,,50.45,,98.88,
19-3039,"Psychologists, All Other","1,100",,41.32,,38.96,,22.74,,50.61,
25-1066,"Psychology Teachers, Postsecondary","1,480",,"74,411",*,"68,599",*,"41,084",*,"91,075",*
27-3012,"Public Address System and Other Announcers",390,,15.50,,14.33,,8.80,,18.85,
11-2031,"Public Relations Managers","1,400",,52.20,,47.43,,30.49,,63.05,
27-3031,"Public Relations Specialists","14,220",,27.01,,24.69,,16.41,,32.31,
53-7072,"Pump Operators, Except Wellhead Pumpers",450,,19.64,,17.73,,14.17,,22.38,
13-1021,"Purchasing Agents and Buyers, Farm Products",380,,27.71,,26.81,,17.44,,32.84,
13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products","13,630",,26.20,,24.45,,17.05,,30.77,
11-3061,"Purchasing Managers","2,030",,50.50,,47.39,,30.15,,60.68,
29-1124,"Radiation Therapists","1,280",,37.47,,34.90,,26.79,,42.81,
27-3011,"Radio and Television Announcers","1,920",,22.69,,15.47,,10.08,,29.00,
49-2021,"Radio Mechanics",420,,23.23,,23.27,,16.07,,26.82,
29-2034,"Radiologic Technologists and Technicians","13,770",,24.92,,24.67,,18.92,,27.92,
49-3043,"Rail Car Repairers",480,,21.56,,22.55,,14.27,,25.20,
53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",60,,22.84,,23.18,,21.54,,23.48,
53-4021,"Railroad Brake, Signal, and Switch Operators",50,,31.50,,30.03,,18.78,,37.87,
53-4031,"Railroad Conductors and Yardmasters",860,,25.77,,24.46,,19.28,,29.01,
47-4061,"Rail-Track Laying and Maintenance Equipment Operators",440,,22.67,,23.09,,19.14,,24.45,
41-9021,"Real Estate Brokers","6,720",,34.23,,24.43,,14.70,,43.98,
41-9022,"Real Estate Sales Agents","18,420",,21.33,,17.53,,11.59,,26.21,
43-4171,"Receptionists and Information Clerks","74,720",,12.25,,11.98,,9.20,,13.77,
25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",470,,"56,426",*,"53,367",*,"31,395",*,"68,941",*
39-9032,"Recreation Workers","21,510",,11.74,,10.57,,8.27,,13.46,
29-1125,"Recreational Therapists",740,,19.55,,18.47,,13.44,,22.61,
49-3092,"Recreational Vehicle Service Technicians",490,,17.92,,18.02,,13.13,,20.32,
53-7081,"Refuse and Recyclable Material Collectors","4,680",,14.32,,13.87,,10.06,,16.45,
29-1111,"Registered Nurses","150,940",,30.31,,29.18,,22.31,,34.31,
21-1015,"Rehabilitation Counselors","3,330",,16.88,,15.79,,11.77,,19.43,
47-2171,"Reinforcing Iron and Rebar Workers","2,310",,16.30,,16.20,,13.24,,17.84,
21-2099,"Religious Workers, All Other",340,,13.35,,11.93,,8.27,,15.89,
27-3022,"Reporters and Correspondents","2,120",,22.38,,20.63,,13.23,,26.94,
43-4181,"Reservation and Transportation Ticket Agents and Travel Clerks","16,500",,15.95,,15.75,,10.09,,18.88,
39-9041,"Residential Advisors","3,110",,11.35,,10.60,,8.43,,12.82,
29-1126,"Respiratory Therapists","6,410",,24.32,,23.98,,20.12,,26.43,
29-2054,"Respiratory Therapy Technicians","1,250",,22.27,,22.09,,17.69,,24.56,
41-2031,"Retail Salespersons","253,100",,13.34,,11.16,,8.33,,15.84,
49-9096,Riggers,460,,19.94,,19.69,,12.92,,23.45,
47-5051,"Rock Splitters, Quarry",40,,13.47,,13.31,,10.53,,14.95,
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",N/R,,14.08,,13.83,,9.37,,16.44,
47-2181,Roofers,"11,350",,15.92,,15.47,,12.00,,17.89,
47-5012,"Rotary Drill Operators, Oil and Gas",30,,17.68,,15.76,,11.79,,20.62,
53-5011,"Sailors and Marine Oilers","3,050",,18.07,,16.40,,11.74,,21.24,
41-9099,"Sales and Related Workers, All Other","11,480",,18.42,,15.63,,10.03,,22.61,
41-9031,"Sales Engineers","2,060",,39.43,,38.60,,25.70,,46.30,
11-2022,"Sales Managers","15,010",,62.19,,55.74,,30.71,,77.92,
41-3099,"Sales Representatives, Services, All Other","74,910",,26.93,,21.88,,13.30,,33.76,
41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","83,100",,28.07,,23.19,,14.07,,35.06,
41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","31,170",,38.35,,32.51,,20.24,,47.41,
51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood","1,270",,12.93,,12.37,,9.21,,14.78,
25-2031,"Secondary School Teachers, Except Special and Vocational Education","40,920",,"53,109",*,"50,275",*,"38,369",*,"60,478",*
43-6014,"Secretaries, Except Legal, Medical, and Executive","145,310",,14.16,,13.76,,9.85,,16.31,
41-3031,"Securities, Commodities, and Financial Services Sales Agents","16,480",,40.99,,30.38,,17.57,,52.70,
49-2098,"Security and Fire Alarm Systems Installers","7,550",,17.57,,17.05,,13.13,,19.79,
33-9032,"Security Guards","77,120",,11.21,,10.56,,8.51,,12.55,
25-3021,"Self-Enrichment Education Teachers","9,720",,18.64,,16.40,,10.75,,22.59,
51-9141,"Semiconductor Processors",160,,16.55,,15.19,,12.11,,18.78,
51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders","1,170",,14.60,,12.32,,9.64,,17.07,
47-4071,"Septic Tank Servicers and Sewer Pipe Cleaners","1,100",,13.90,,12.86,,10.37,,15.66,
53-6031,"Service Station Attendants",920,,11.57,,10.56,,8.38,,13.16,
27-1027,"Set and Exhibit Designers",350,,22.94,,22.27,,13.56,,27.63,
51-6051,"Sewers, Hand",80,,12.48,,11.96,,10.06,,13.69,
51-6031,"Sewing Machine Operators","6,170",,11.42,,10.44,,8.30,,12.98,
39-5093,Shampooers,"1,060",,8.98,,8.82,,8.15,,9.40,
47-2211,"Sheet Metal Workers","6,210",,18.02,,17.65,,12.94,,20.57,
53-5031,"Ship Engineers","2,010",,35.85,,31.01,,17.26,,45.13,
43-5071,"Shipping, Receiving, and Traffic Clerks","41,930",,12.98,,12.03,,9.26,,14.84,
51-6041,"Shoe and Leather Workers and Repairers",200,,12.45,,11.54,,9.87,,13.75,
51-6042,"Shoe Machine Operators and Tenders",50,,11.63,,10.58,,8.51,,13.19,
49-9097,"Signal and Track Switch Repairers",220,,25.54,,24.20,,22.55,,27.03,
39-5094,"Skin Care Specialists","1,860",,14.93,,12.12,,8.31,,18.23,
51-3023,"Slaughterers and Meat Packers",440,,11.13,,9.31,,7.73,,12.85,
39-1012,"Slot Key Persons",N/R,,15.15,,13.76,,10.31,,17.56,
11-9151,"Social and Community Service Managers","1,880",,38.77,,33.79,,25.89,,45.22,
21-1093,"Social and Human Service Assistants","10,360",,14.13,,13.63,,10.28,,16.06,
19-4061,"Social Science Research Assistants",560,,20.00,,18.75,,12.69,,23.65,
25-1069,"Social Sciences Teachers, Postsecondary, All Other",N/R,,"68,539",*,"65,219",*,"41,531",*,"82,042",*
19-3099,"Social Scientists and Related Workers, All Other","1,310",,33.26,,32.31,,22.08,,38.85,
25-1113,"Social Work Teachers, Postsecondary",220,,"73,003",*,"63,763",*,"49,532",*,"84,738",*
21-1029,"Social Workers, All Other","2,130",,22.71,,20.82,,14.00,,27.06,
19-3041,Sociologists,100,,32.66,,29.92,,23.23,,37.38,
25-1067,"Sociology Teachers, Postsecondary",360,,"69,544",*,"64,342",*,"43,391",*,"82,622",*
19-1013,"Soil and Plant Scientists",240,,37.67,,31.47,,18.22,,47.39,
27-4014,"Sound Engineering Technicians",810,,19.69,,17.73,,12.39,,23.35,
25-2042,"Special Education Teachers, Middle School","4,400",,"52,653",*,"49,667",*,"39,198",*,"59,381",*
25-2041,"Special Education Teachers, Preschool, Kindergarten, and Elementary School","10,620",,"52,462",*,"49,743",*,"38,299",*,"59,543",*
25-2043,"Special Education Teachers, Secondary School","4,680",,"53,213",*,"49,905",*,"38,231",*,"60,704",*
29-1127,"Speech-Language Pathologists","5,580",,33.63,,32.93,,23.35,,38.77,
51-8021,"Stationary Engineers and Boiler Operators",620,,22.05,,21.57,,15.30,,25.43,
43-9111,"Statistical Assistants",420,,17.45,,16.66,,13.18,,19.59,
15-2041,Statisticians,400,,29.03,,27.46,,16.42,,35.34,
43-5081,"Stock Clerks and Order Fillers","163,570",,10.81,,9.91,,8.28,,12.08,
47-2022,Stonemasons,430,,15.72,,14.88,,10.85,,18.16,
47-2221,"Structural Iron and Steel Workers","2,070",,18.03,,17.55,,12.09,,21.02,
51-2041,"Structural Metal Fabricators and Fitters","3,600",,16.38,,15.66,,11.66,,18.74,
21-1011,"Substance Abuse and Behavioral Disorder Counselors","3,510",,19.83,,19.07,,11.97,,23.76,
29-1067,Surgeons,"1,290",,111.25,,N/R,,N/R,,N/R,
29-2055,"Surgical Technologists","5,980",,18.02,,17.60,,14.23,,19.93,
19-3022,"Survey Researchers",980,,16.50,,14.10,,8.39,,20.56,
17-3031,"Surveying and Mapping Technicians","7,510",,17.88,,17.15,,11.97,,20.84,
17-1022,Surveyors,"2,560",,29.15,,28.53,,16.85,,35.30,
43-2011,"Switchboard Operators, Including Answering Service","6,460",,11.40,,11.03,,8.74,,12.73,
51-6052,"Tailors, Dressmakers, and Custom Sewers","1,810",,12.67,,11.40,,8.51,,14.75,
53-7121,"Tank Car, Truck, and Ship Loaders",360,,19.81,,18.32,,14.14,,22.63,
47-2082,Tapers,280,,18.54,,17.59,,10.46,,22.59,
13-2081,"Tax Examiners, Collectors, and Revenue Agents","4,930",,21.50,,17.50,,12.96,,25.77,
13-2082,"Tax Preparers","3,140",,12.26,,10.24,,8.30,,14.24,
53-3041,"Taxi Drivers and Chauffeurs","7,010",,10.79,,9.97,,8.33,,12.01,
25-9041,"Teacher Assistants","43,430",,"22,579",*,"21,385",*,"17,165",*,"25,287",*
25-3099,"Teachers and Instructors, All Other","49,600",,"34,969",*,"26,056",*,"18,521",*,"43,193",*
51-2092,"Team Assemblers","27,160",,12.51,,11.86,,8.94,,14.29,
27-3042,"Technical Writers","1,610",,26.69,,26.09,,18.07,,31.00,
49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers","10,530",,22.07,,22.94,,14.40,,25.90,
49-9052,"Telecommunications Line Installers and Repairers","9,810",,21.79,,22.78,,14.08,,25.64,
41-9041,Telemarketers,"27,850",,11.50,,10.41,,8.34,,13.08,
43-2021,"Telephone Operators",590,,11.57,,11.48,,8.85,,12.94,
43-3071,Tellers,"29,660",,12.33,,11.97,,10.28,,13.36,
47-2053,"Terrazzo Workers and Finishers",240,,15.03,,15.48,,10.13,,17.49,
51-6061,"Textile Bleaching and Dyeing Machine Operators and Tenders",90,,11.99,,9.51,,7.75,,14.12,
51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",470,,11.21,,11.06,,8.61,,12.51,
51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",190,,12.28,,12.67,,8.71,,14.07,
51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",300,,13.48,,13.59,,8.49,,15.98,
51-6099,"Textile, Apparel, and Furnishings Workers, All Other",540,,14.35,,13.09,,9.24,,16.90,
29-1129,"Therapists, All Other","1,800",,31.36,,27.33,,17.51,,38.29,
47-2044,"Tile and Marble Setters","3,980",,14.82,,13.67,,8.97,,17.74,
51-2093,"Timing Device Assemblers, Adjusters, and Calibrators",N/R,,11.93,,10.61,,9.33,,13.24,
51-9197,"Tire Builders",N/R,,15.51,,11.71,,10.55,,18.00,
49-3093,"Tire Repairers and Changers","5,140",,11.46,,10.76,,8.56,,12.92,
23-2093,"Title Examiners, Abstractors, and Searchers","5,130",,18.93,,18.45,,13.36,,21.73,
51-4111,"Tool and Die Makers",980,,20.50,,19.96,,15.10,,23.21,
51-4194,"Tool Grinders, Filers, and Sharpeners",270,,14.23,,12.57,,10.42,,16.14,
39-6021,"Tour Guides and Escorts","1,690",,14.70,,13.99,,9.72,,17.19,
53-6041,"Traffic Technicians",320,,19.82,,18.89,,13.71,,22.87,
11-3042,"Training and Development Managers","1,070",,44.40,,41.34,,27.62,,52.78,
13-1073,"Training and Development Specialists","11,000",,25.51,,23.77,,16.30,,30.12,
33-3052,"Transit and Railroad Police",N/R,,21.97,,22.47,,13.16,,26.38,
39-6032,"Transportation Attendants, Except Flight Attendants and Baggage Porters","2,330",,12.20,,11.35,,8.88,,13.86,
53-6051,"Transportation Inspectors",960,,29.39,,23.97,,15.06,,36.56,
53-6099,"Transportation Workers, All Other","3,420",,17.11,,15.54,,10.26,,20.54,
11-3071,"Transportation, Storage, and Distribution Managers","3,390",,49.31,,46.14,,29.77,,59.09,
41-3041,"Travel Agents","8,150",,13.28,,12.47,,9.13,,15.35,
39-6022,"Travel Guides",650,,16.96,,14.85,,10.21,,20.33,
37-3013,"Tree Trimmers and Pruners","1,660",,15.65,,14.77,,10.75,,18.10,
53-3032,"Truck Drivers, Heavy and Tractor-Trailer","71,010",,17.73,,16.74,,12.50,,20.34,
53-3033,"Truck Drivers, Light or Delivery Services","48,720",,14.09,,12.87,,9.21,,16.54,
27-2023,"Umpires, Referees, and Other Sports Officials",540,,"25,933",*,"21,632",*,"17,167",*,"30,315",*
51-6093,Upholsterers,"1,590",,15.89,,14.98,,10.25,,18.69,
19-3051,"Urban and Regional Planners","2,540",,30.49,,29.11,,21.70,,34.88,
39-3031,"Ushers, Lobby Attendants, and Ticket Takers","4,950",,9.13,,8.47,,7.79,,9.81,
29-1131,Veterinarians,"3,150",,51.38,,40.87,,26.77,,63.69,
31-9096,"Veterinary Assistants and Laboratory Animal Caretakers","4,250",,10.29,,9.78,,8.45,,11.20,
29-2056,"Veterinary Technologists and Technicians","6,220",,13.75,,13.25,,10.06,,15.59,
25-2023,"Vocational Education Teachers, Middle School",800,,"56,795",*,"53,277",*,"40,492",*,"64,947",*
25-1194,"Vocational Education Teachers, Postsecondary","6,340",,23.68,,21.65,,14.16,,28.45,
25-2032,"Vocational Education Teachers, Secondary School","4,940",,"57,627",*,"57,105",*,"39,161",*,"66,860",*
35-3031,"Waiters and Waitresses","180,050",,10.04,,8.68,,7.73,,11.20,
49-9064,"Watch Repairers",180,,18.75,,17.83,,9.62,,23.32,
51-8031,"Water and Liquid Waste Treatment Plant and System Operators","5,740",,21.21,,20.67,,15.05,,24.30,
43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping","5,380",,13.20,,12.88,,9.58,,15.01,
51-4121,"Welders, Cutters, Solderers, and Brazers","11,420",,17.46,,16.81,,12.41,,19.98,
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",920,,16.67,,16.16,,12.62,,18.69,
13-1022,"Wholesale and Retail Buyers, Except Farm Products","5,020",,27.51,,24.71,,17.03,,32.76,
51-7099,"Woodworkers, All Other",550,,14.35,,13.29,,9.59,,16.73,
51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing","1,770",,13.29,,12.67,,9.34,,15.27,
43-9022,"Word Processors and Typists","4,880",,13.93,,12.97,,10.03,,15.87,
27-3043,"Writers and Authors","1,970",,22.97,,21.66,,12.63,,28.14,
19-1023,"Zoologists and Wildlife Biologists","1,070",,26.15,,24.09,,17.46,,30.51,
